yyyymm,Y,LDP,LEP,DE,svar,bm,ntis,tbl,lty,ltr,dfy,dfr,infl
195611,-0.001921,3.24,2.58,-0.66,0.0017315170,0.5748974153,0.0270884577,0.0299,0.0333,-0.0057,-0.0055,0.01,0.0000000000
195612,0.036284,3.29,2.62,-0.67,0.0010202756,0.5441768274,0.0261493673,0.0321,0.0345,-0.0179,-0.0062,-0.01,0.0036363636
195701,-0.040238,3.25,2.57,-0.67,0.0009019425,0.5672426747,0.0279919939,0.0311,0.0328,0.0346,-0.0072,0.01,0.0000000000
195702,-0.024919,3.22,2.54,-0.67,0.0010560402,0.5849941888,0.0301728465,0.0310,0.0328,0.0025,-0.0080,-0.01,0.0036231884
195703,0.023827,3.24,2.56,-0.68,0.0003302976,0.5998188749,0.0265995947,0.0308,0.0331,-0.0024,-0.0077,-0.01,0.0036101083
195704,0.046538,3.27,2.60,-0.68,0.0003024601,0.5760983898,0.0274205931,0.0307,0.0345,-0.0222,-0.0077,-0.02,0.0035971223
195705,0.038734,3.31,2.63,-0.68,0.0004817712,0.5640385796,0.0288486546,0.0306,0.0348,-0.0023,-0.0078,0.01,0.0035842294
195706,-0.000705,3.31,2.63,-0.68,0.0005786214,0.5658765324,0.0305276914,0.0329,0.0361,-0.0180,-0.0072,0.01,0.0035714286
195707,0.009747,3.32,2.63,-0.68,0.0005538677,0.5600566349,0.0323460398,0.0316,0.0365,-0.0041,-0.0074,0.01,0.0071174377
195708,-0.048998,3.25,2.57,-0.68,0.0021472482,0.5880045422,0.0358539895,0.0337,0.0367,0.0002,-0.0072,0.00,0.0000000000
195709,-0.057879,3.18,2.50,-0.68,0.0015171099,0.6241507780,0.0343625225,0.0353,0.0364,0.0076,-0.0081,0.00,0.0000000000
195710,-0.038834,3.14,2.48,-0.66,0.0049360114,0.6457464176,0.0384097165,0.0358,0.0369,-0.0050,-0.0089,-0.01,0.0000000000
195711,0.023703,3.15,2.51,-0.65,0.0034900785,0.6330717763,0.0409898136,0.0331,0.0340,0.0533,-0.0101,0.02,0.0035335689
195712,-0.037422,3.11,2.47,-0.63,0.0012514024,0.6536757786,0.0348731470,0.0304,0.0323,0.0307,-0.0122,-0.04,0.0000000000
195801,0.045518,3.15,2.54,-0.61,0.0007844653,0.6328607617,0.0298961799,0.0244,0.0330,-0.0084,-0.0123,-0.02,0.0070422535
195802,-0.014109,3.13,2.54,-0.59,0.0007362477,0.6473904346,0.0277510802,0.0153,0.0325,0.0100,-0.0107,0.01,0.0000000000
195803,0.033052,3.17,2.60,-0.57,0.0005192057,0.6685916376,0.0289353475,0.0130,0.0321,0.0102,-0.0105,0.01,0.0069930070
195804,0.033511,3.21,2.65,-0.56,0.0007467616,0.6552450314,0.0270182768,0.0113,0.0311,0.0186,-0.0107,0.00,0.0034722222
195805,0.021313,3.23,2.69,-0.54,0.0004331172,0.6455586773,0.0228695103,0.0091,0.0313,0.0001,-0.0105,0.00,0.0000000000
195806,0.027998,3.26,2.74,-0.53,0.0004382024,0.6246601698,0.0214366176,0.0083,0.0324,-0.0160,-0.0098,-0.01,0.0000000000
195807,0.043960,3.31,2.78,-0.52,0.0006956246,0.5938487843,0.0169337992,0.0091,0.0343,-0.0278,-0.0086,-0.01,0.0034602076
195808,0.017999,3.32,2.80,-0.52,0.0005889619,0.5872638264,0.0150906290,0.0169,0.0371,-0.0435,-0.0082,-0.01,-0.0034482759
195809,0.050837,3.37,2.86,-0.51,0.0005101803,0.5613711966,0.0139834782,0.0244,0.0380,-0.0117,-0.0078,0.00,0.0000000000
195810,0.027370,3.39,2.88,-0.51,0.0007934750,0.5498692979,0.0122789133,0.0263,0.0374,0.0138,-0.0081,0.00,0.0000000000
195811,0.028617,3.40,2.90,-0.50,0.0015302103,0.5358231981,0.0115349437,0.0267,0.0368,0.0120,-0.0078,0.00,0.0034602076
195812,0.054112,3.45,2.95,-0.50,0.0007127719,0.5117793198,0.0236868316,0.0277,0.0382,-0.0181,-0.0077,-0.01,-0.0034482759
195901,0.006331,3.45,2.93,-0.52,0.0005848680,0.5028958179,0.0277362661,0.0282,0.0408,-0.0080,-0.0075,-0.01,0.0034602076
195902,0.006711,3.45,2.90,-0.54,0.0008447335,0.4949461475,0.0278988473,0.0270,0.0402,0.0117,-0.0075,0.00,-0.0034482759
195903,0.003352,3.44,2.88,-0.56,0.0004915081,0.5168602815,0.0249843896,0.0280,0.0403,0.0017,-0.0072,0.01,0.0000000000
195904,0.040054,3.48,2.89,-0.59,0.0004925502,0.4985971944,0.0243605696,0.0295,0.0414,-0.0117,-0.0063,0.01,0.0034602076
195905,0.023631,3.49,2.88,-0.62,0.0004278009,0.4830767797,0.0258872339,0.0284,0.0417,-0.0005,-0.0059,0.01,0.0000000000
195906,-0.000725,3.49,2.84,-0.64,0.0009150702,0.4832193909,0.0268820744,0.0321,0.0419,0.0010,-0.0058,0.00,0.0034482759
195907,0.034504,3.52,2.88,-0.64,0.0004877960,0.4608226648,0.0271413721,0.0320,0.0417,0.0060,-0.0061,0.00,0.0034364261
195908,-0.011076,3.50,2.86,-0.64,0.0010696993,0.4680844659,0.0281461307,0.0338,0.0423,-0.0041,-0.0066,0.00,0.0000000000
195909,-0.043182,3.45,2.81,-0.64,0.0017098448,0.4923378926,0.0305283913,0.0404,0.0429,-0.0057,-0.0066,0.00,0.0034246575
195910,0.012574,3.46,2.82,-0.63,0.0006181833,0.4809774204,0.0310201805,0.0405,0.0421,0.0150,-0.0071,0.00,0.0034129693
195911,0.018486,3.46,2.84,-0.62,0.0004996927,0.4717982949,0.0297223804,0.0415,0.0432,-0.0119,-0.0070,-0.03,0.0000000000
195912,0.029627,3.49,2.87,-0.62,0.0003075435,0.4577837965,0.0228563041,0.0449,0.0447,-0.0159,-0.0070,-0.01,0.0000000000
196001,-0.069933,3.39,2.80,-0.60,0.0009194175,0.4995021040,0.0221161675,0.0435,0.0441,0.0112,-0.0073,0.00,-0.0034013605
196002,0.013922,3.38,2.81,-0.58,0.0011502458,0.4935567828,0.0240374940,0.0396,0.0429,0.0204,-0.0078,0.01,0.0034129693
196003,-0.012566,3.35,2.79,-0.56,0.0009691465,0.5497980830,0.0255934100,0.0331,0.0411,0.0282,-0.0076,0.01,0.0000000000
196004,-0.016113,3.33,2.79,-0.54,0.0006451661,0.5634036895,0.0255771333,0.0323,0.0426,-0.0170,-0.0075,-0.01,0.0034013605
196005,0.033513,3.36,2.83,-0.53,0.0004235585,0.5419664269,0.0244143755,0.0329,0.0417,0.0152,-0.0082,0.02,0.0000000000
196006,0.021802,3.37,2.86,-0.51,0.0004989479,0.5291748619,0.0242699263,0.0246,0.0407,0.0173,-0.0081,0.00,0.0033898305
196007,-0.022948,3.35,2.83,-0.51,0.0009778200,0.5496732768,0.0257784868,0.0230,0.0382,0.0368,-0.0081,0.01,0.0000000000
196008,0.031467,3.37,2.86,-0.52,0.0006369674,0.5415421972,0.0251955351,0.0230,0.0390,-0.0067,-0.0080,-0.02,0.0000000000
196009,-0.058713,3.31,2.80,-0.52,0.0017716222,0.5843417106,0.0283124670,0.0248,0.0387,0.0075,-0.0076,0.01,0.0000000000
196010,-0.001079,3.31,2.79,-0.52,0.0010487146,0.5841202013,0.0278237978,0.0230,0.0391,-0.0028,-0.0081,0.00,0.0067567568
196011,0.046081,3.35,2.83,-0.52,0.0006686740,0.5676300191,0.0260342130,0.0237,0.0399,-0.0066,-0.0077,0.00,0.0000000000
196012,0.048839,3.39,2.88,-0.52,0.0004503055,0.5504229651,0.0227613608,0.0225,0.0380,0.0279,-0.0075,0.02,0.0000000000
196101,0.064320,3.46,2.96,-0.50,0.0007411237,0.5229867325,0.0218153361,0.0224,0.0404,-0.0107,-0.0078,-0.03,0.0000000000
196102,0.032838,3.49,3.00,-0.48,0.0005474594,0.5120227163,0.0194199043,0.0242,0.0392,0.0200,-0.0080,0.00,0.0000000000
196103,0.029345,3.51,3.05,-0.47,0.0004149412,0.5466798694,0.0227375905,0.0239,0.0397,-0.0037,-0.0080,0.00,0.0000000000
196104,0.004537,3.52,3.06,-0.46,0.0010092086,0.5450044938,0.0232592500,0.0229,0.0391,0.0115,-0.0076,0.02,0.0000000000
196105,0.023553,3.54,3.08,-0.45,0.0004043434,0.5309162935,0.0224656554,0.0229,0.0397,-0.0046,-0.0074,-0.01,0.0000000000
196106,-0.026673,3.51,3.06,-0.45,0.0005489074,0.5408211006,0.0224821258,0.0233,0.0404,-0.0075,-0.0070,0.00,0.0000000000
196107,0.033795,3.53,3.09,-0.44,0.0006283737,0.5244056311,0.0251796276,0.0224,0.0404,0.0035,-0.0068,0.00,0.0067114094
196108,0.024730,3.55,3.11,-0.44,0.0004062151,0.5137928161,0.0254259102,0.0239,0.0410,-0.0038,-0.0066,0.00,-0.0033333333
196109,-0.018674,3.53,3.09,-0.44,0.0008224996,0.5275167211,0.0249633869,0.0228,0.0403,0.0129,-0.0067,0.00,0.0033444816
196110,0.028175,3.55,3.10,-0.45,0.0002675088,0.5254858507,0.0258359089,0.0230,0.0400,0.0071,-0.0071,-0.01,0.0000000000
196111,0.045226,3.57,3.12,-0.45,0.0003603902,0.5126108647,0.0255706129,0.0248,0.0404,-0.0020,-0.0072,0.00,0.0000000000
196112,0.004696,3.57,3.11,-0.46,0.0003369015,0.5059222584,0.0223242879,0.0260,0.0415,-0.0125,-0.0068,-0.01,0.0000000000
196201,-0.037356,3.53,3.05,-0.47,0.0008115307,0.5284285714,0.0247213553,0.0272,0.0419,-0.0014,-0.0066,-0.01,0.0000000000
196202,0.020592,3.54,3.05,-0.49,0.0002650967,0.5224207330,0.0287833809,0.0273,0.0414,0.0103,-0.0065,0.01,0.0033333333
196203,-0.003842,3.53,3.03,-0.50,0.0002794921,0.5457245916,0.0240753041,0.0272,0.0398,0.0253,-0.0065,0.01,0.0000000000
196204,-0.061743,3.46,2.95,-0.51,0.0010196908,0.5798626246,0.0251520924,0.0273,0.0394,0.0082,-0.0069,-0.01,0.0033222591
196205,-0.079847,3.37,2.85,-0.52,0.0109148391,0.6289943915,0.0277223552,0.0269,0.0393,0.0046,-0.0072,0.00,0.0000000000
196206,-0.080669,3.28,2.76,-0.52,0.0061611302,0.6873574686,0.0264554418,0.0273,0.0401,-0.0076,-0.0074,-0.01,0.0000000000
196207,0.065203,3.34,2.81,-0.52,0.0018434772,0.6452260298,0.0304859039,0.0292,0.0412,-0.0109,-0.0071,-0.01,0.0033112583
196208,0.021669,3.35,2.82,-0.53,0.0008019519,0.6333103516,0.0293287512,0.0282,0.0401,0.0187,-0.0071,0.00,0.0000000000
196209,-0.048816,3.30,2.77,-0.53,0.0011769981,0.6663442606,0.0306016141,0.0278,0.0398,0.0061,-0.0071,0.00,0.0033003300
196210,0.008313,3.29,2.76,-0.53,0.0034521082,0.6541533140,0.0280945039,0.0274,0.0395,0.0084,-0.0071,0.00,0.0000000000
196211,0.108268,3.38,2.84,-0.54,0.0012747828,0.5941783459,0.0248105069,0.0283,0.0396,0.0021,-0.0071,0.00,0.0000000000
196212,0.015534,3.39,2.84,-0.54,0.0005438823,0.5916270511,0.0199680704,0.0287,0.0395,0.0035,-0.0068,0.00,0.0000000000
196301,0.050367,3.43,2.89,-0.54,0.0006997698,0.5649849894,0.0171362735,0.0291,0.0398,-0.0001,-0.0070,-0.01,0.0000000000
196302,-0.024189,3.40,2.86,-0.55,0.0003921329,0.5819531179,0.0132367896,0.0292,0.0400,0.0008,-0.0070,0.00,0.0000000000
196303,0.036581,3.43,2.89,-0.55,0.0003599355,0.5875285706,0.0143801710,0.0289,0.0401,0.0009,-0.0069,0.00,0.0032894737
196304,0.049070,3.47,2.92,-0.55,0.0003221604,0.5587292741,0.0151994274,0.0290,0.0405,-0.0012,-0.0066,0.00,0.0000000000
196305,0.019674,3.48,2.93,-0.55,0.0003036557,0.5516121932,0.0146485330,0.0293,0.0406,0.0023,-0.0063,0.00,0.0000000000
196306,-0.018605,3.45,2.89,-0.56,0.0002610984,0.5672815754,0.0182632029,0.0299,0.0407,0.0019,-0.0061,0.00,0.0032786885
196307,-0.001821,3.45,2.88,-0.57,0.0005297971,0.5766216585,0.0093187320,0.0318,0.0407,0.0031,-0.0058,0.00,0.0032679739
196308,0.053466,3.49,2.92,-0.57,0.0003269086,0.5498272363,0.0095200761,0.0332,0.0408,0.0021,-0.0054,0.00,0.0000000000
196309,-0.010402,3.48,2.90,-0.58,0.0003299103,0.5472236248,0.0103132620,0.0338,0.0410,0.0004,-0.0053,0.00,0.0000000000
196310,0.034825,3.50,2.92,-0.58,0.0005035319,0.5309640772,0.0102799661,0.0345,0.0415,-0.0026,-0.0051,-0.01,0.0032573290
196311,-0.004487,3.48,2.91,-0.57,0.0031101657,0.5342962213,0.0060125452,0.0352,0.0414,0.0051,-0.0051,0.00,0.0000000000
196312,0.026065,3.49,2.93,-0.57,0.0002735667,0.5255914542,0.0089547303,0.0352,0.0417,-0.0006,-0.0050,0.00,0.0032467532
196401,0.027391,3.51,2.94,-0.57,0.0001833411,0.5106068709,0.0142935705,0.0352,0.0421,-0.0014,-0.0044,-0.01,0.0000000000
196402,0.017015,3.52,2.94,-0.58,0.0000716995,0.5011622966,0.0174079186,0.0353,0.0424,-0.0011,-0.0047,-0.01,0.0000000000
196403,0.017232,3.52,2.94,-0.58,0.0001147114,0.5236754417,0.0177832391,0.0354,0.0424,0.0037,-0.0045,0.01,0.0000000000
196404,0.006192,3.52,2.93,-0.59,0.0002547552,0.5253031069,0.0207680034,0.0347,0.0423,0.0047,-0.0045,0.00,0.0000000000
196405,0.016815,3.53,2.93,-0.59,0.0002257771,0.5190357804,0.0211793163,0.0348,0.0422,0.0050,-0.0044,0.00,0.0000000000
196406,0.018084,3.54,2.94,-0.60,0.0003978509,0.5122068551,0.0205029799,0.0348,0.0419,0.0069,-0.0044,0.00,0.0032362460
196407,0.018910,3.55,2.94,-0.60,0.0001989067,0.5063607181,0.0213126914,0.0346,0.0421,0.0008,-0.0043,0.00,0.0032258065
196408,-0.011621,3.52,2.92,-0.60,0.0004259263,0.5079429444,0.0206966751,0.0350,0.0423,0.0020,-0.0041,0.00,-0.0032154341
196409,0.030399,3.54,2.94,-0.61,0.0001704974,0.4865371214,0.0204031456,0.0353,0.0421,0.0050,-0.0040,0.00,0.0032258065
196410,0.008745,3.54,2.94,-0.60,0.0001870439,0.4878132588,0.0201157932,0.0357,0.0421,0.0043,-0.0039,0.00,0.0000000000
196411,0.001598,3.53,2.93,-0.60,0.0002128659,0.4865037753,0.0191674784,0.0364,0.0422,0.0017,-0.0038,0.00,0.0032154341
196412,0.005228,3.52,2.92,-0.60,0.0003512133,0.4872273003,0.0230953694,0.0384,0.0423,0.0030,-0.0037,-0.01,0.0000000000
196501,0.034791,3.55,2.95,-0.60,0.0001658128,0.4717231907,0.0179038005,0.0381,0.0422,0.0040,-0.0037,0.00,0.0000000000
196502,0.003746,3.54,2.94,-0.60,0.0003931965,0.4713994776,0.0148232673,0.0393,0.0424,0.0014,-0.0037,0.00,0.0000000000
196503,-0.012213,3.52,2.91,-0.61,0.0001446203,0.4694899050,0.0191342809,0.0393,0.0422,0.0054,-0.0036,0.00,0.0032051282
196504,0.035612,3.55,2.94,-0.61,0.0001627597,0.4525593347,0.0147225723,0.0393,0.0422,0.0036,-0.0037,0.00,0.0031948882
196505,-0.003122,3.53,2.92,-0.61,0.0003337640,0.4546642848,0.0162450566,0.0389,0.0423,0.0018,-0.0037,0.00,0.0000000000
196506,-0.046880,3.47,2.86,-0.62,0.0018293746,0.4808589565,0.0175512226,0.0380,0.0423,0.0047,-0.0039,0.00,0.0063694268
196507,0.014486,3.48,2.86,-0.62,0.0005218656,0.4733821762,0.0156274939,0.0384,0.0424,0.0022,-0.0040,0.00,0.0000000000
196508,0.027560,3.50,2.87,-0.62,0.0001075344,0.4673608778,0.0156011883,0.0384,0.0428,-0.0013,-0.0039,0.00,0.0000000000
196509,0.033366,3.52,2.89,-0.63,0.0002991012,0.4485374713,0.0168953899,0.0392,0.0433,-0.0034,-0.0039,0.00,0.0000000000
196510,0.028812,3.54,2.91,-0.63,0.0001883791,0.4344205991,0.0174641930,0.0403,0.0433,0.0027,-0.0037,0.00,0.0031645570
196511,-0.003821,3.52,2.88,-0.64,0.0001414189,0.4408953111,0.0207624998,0.0409,0.0441,-0.0062,-0.0035,0.00,0.0000000000
196512,0.010349,3.53,2.88,-0.65,0.0003013655,0.4306378062,0.0208375187,0.0438,0.0450,-0.0078,-0.0034,0.01,0.0031545741
196601,0.005705,3.52,2.87,-0.65,0.0001518044,0.4243983284,0.0202786269,0.0459,0.0457,-0.0104,-0.0032,-0.01,0.0000000000
196602,-0.012750,3.50,2.85,-0.65,0.0003370655,0.4384960447,0.0200259742,0.0465,0.0477,-0.0250,-0.0034,-0.01,0.0062893082
196603,-0.023041,3.47,2.82,-0.65,0.0009310079,0.4901759356,0.0167881795,0.0459,0.0460,0.0296,-0.0040,0.04,0.0031250000
196604,0.022158,3.48,2.83,-0.65,0.0003512647,0.4854982435,0.0156362514,0.0462,0.0467,-0.0063,-0.0045,-0.01,0.0062305296
196605,-0.049140,3.42,2.77,-0.66,0.0019354754,0.5127422037,0.0159456010,0.0464,0.0473,-0.0059,-0.0050,0.00,0.0000000000
196606,-0.014380,3.40,2.74,-0.66,0.0005012069,0.5209746006,0.0171229559,0.0450,0.0477,-0.0016,-0.0051,0.00,0.0030959752
196607,-0.012129,3.38,2.73,-0.65,0.0010137845,0.5349430008,0.0186412636,0.0480,0.0482,-0.0037,-0.0052,0.01,0.0030864198
196608,-0.071650,3.29,2.64,-0.65,0.0031652347,0.5749546556,0.0214702713,0.0496,0.0499,-0.0206,-0.0052,0.01,0.0061538462
196609,-0.006244,3.28,2.63,-0.65,0.0016003107,0.5854924957,0.0169844585,0.0537,0.0480,0.0332,-0.0060,0.03,0.0000000000
196610,0.048333,3.33,2.68,-0.65,0.0025467766,0.5616613181,0.0151840797,0.0535,0.0467,0.0228,-0.0069,0.00,0.0061162080
196611,0.011223,3.33,2.68,-0.65,0.0007744163,0.5726449298,0.0175496373,0.0532,0.0480,-0.0148,-0.0078,-0.01,0.0000000000
196612,0.000326,3.33,2.67,-0.66,0.0006269421,0.5769451056,0.0172076295,0.0496,0.0455,0.0413,-0.0079,0.02,0.0000000000
196701,0.079215,3.40,2.75,-0.65,0.0007334878,0.5333631411,0.0156975215,0.0472,0.0448,0.0154,-0.0077,-0.03,0.0000000000
196702,0.007514,3.40,2.76,-0.64,0.0004124037,0.5400478931,0.0177009311,0.0456,0.0465,-0.0221,-0.0079,0.00,0.0000000000
196703,0.041137,3.44,2.81,-0.63,0.0005011362,0.5495507979,0.0149212351,0.0426,0.0455,0.0198,-0.0072,0.01,0.0030395137
196704,0.043371,3.48,2.86,-0.62,0.0008370969,0.5305166936,0.0150458766,0.0384,0.0477,-0.0291,-0.0072,-0.02,0.0030303030
196705,-0.046810,3.42,2.81,-0.62,0.0008903396,0.5582011823,0.0114640939,0.0360,0.0482,-0.0039,-0.0072,0.02,0.0030211480
196706,0.019319,3.44,2.83,-0.61,0.0010707328,0.5532048450,0.0101528235,0.0354,0.0507,-0.0312,-0.0071,-0.01,0.0030120482
196707,0.046454,3.48,2.88,-0.60,0.0002184469,0.5262983279,0.0066870035,0.0421,0.0505,0.0068,-0.0068,0.00,0.0030030030
196708,-0.006824,3.47,2.87,-0.60,0.0002966179,0.5280209478,0.0058413147,0.0427,0.0514,-0.0084,-0.0071,-0.01,0.0029940120
196709,0.033815,3.50,2.90,-0.60,0.0003585438,0.5135648458,0.0055998163,0.0442,0.0517,-0.0004,-0.0075,-0.01,0.0029850746
196710,-0.027448,3.47,2.87,-0.60,0.0004449025,0.5409552822,0.0037152213,0.0456,0.0549,-0.0400,-0.0070,-0.01,0.0029761905
196711,0.006435,3.47,2.87,-0.60,0.0009547825,0.5433826972,0.0027729982,0.0473,0.0567,-0.0196,-0.0065,0.01,0.0029673591
196712,0.027079,3.50,2.90,-0.60,0.0002708992,0.5257924451,0.0143611100,0.0497,0.0556,0.0192,-0.0074,0.01,0.0029585799
196801,-0.041875,3.45,2.84,-0.61,0.0004833189,0.5563023835,0.0128542354,0.0500,0.0536,0.0328,-0.0067,0.00,0.0058997050
196802,-0.026900,3.41,2.81,-0.61,0.0008204453,0.5662105889,0.0104508102,0.0498,0.0542,-0.0033,-0.0070,-0.01,0.0029325513
196803,0.009696,3.42,2.81,-0.61,0.0013954810,0.5668098065,0.0126772459,0.0517,0.0560,-0.0212,-0.0074,0.00,0.0029239766
196804,0.084092,3.49,2.88,-0.62,0.0016075746,0.5223520642,0.0081402394,0.0538,0.0547,0.0227,-0.0076,0.02,0.0029154519
196805,0.016374,3.50,2.88,-0.62,0.0003865310,0.5300333704,0.0106465009,0.0566,0.0547,0.0043,-0.0076,0.00,0.0029069767
196806,0.009916,3.51,2.88,-0.62,0.0004995047,0.5307418133,0.0120901814,0.0552,0.0534,0.0230,-0.0079,0.01,0.0057971014
196807,-0.017444,3.48,2.86,-0.62,0.0007566193,0.5396375991,0.0138855278,0.0531,0.0517,0.0289,-0.0074,-0.01,0.0057636888
196808,0.016415,3.49,2.87,-0.62,0.0003164034,0.5318021004,0.0180351377,0.0509,0.0520,-0.0003,-0.0080,-0.02,0.0028653295
196809,0.039351,3.52,2.90,-0.62,0.0002682317,0.5091954391,0.0182871234,0.0519,0.0531,-0.0102,-0.0082,0.00,0.0028571429
196810,0.008587,3.53,2.90,-0.63,0.0002684030,0.5003202470,0.0194101820,0.0535,0.0543,-0.0132,-0.0075,0.00,0.0056980057
196811,0.053580,3.57,2.94,-0.63,0.0002629658,0.4837170585,0.0211887855,0.0545,0.0566,-0.0269,-0.0082,0.00,0.0028328612
196812,-0.040826,3.52,2.89,-0.63,0.0003339751,0.5049006623,0.0319614467,0.0596,0.0598,-0.0363,-0.0078,-0.01,0.0028248588
196901,-0.007547,3.51,2.88,-0.63,0.0006067703,0.5036731674,0.0365244924,0.0614,0.0617,-0.0206,-0.0073,-0.03,0.0028169014
196902,-0.042321,3.46,2.83,-0.63,0.0005955963,0.5263971896,0.0413173288,0.0612,0.0618,0.0042,-0.0064,0.02,0.0056179775
196903,0.034847,3.49,2.86,-0.63,0.0005416310,0.5570402360,0.0395080039,0.0602,0.0620,0.0010,-0.0066,0.02,0.0083798883
196904,0.022771,3.51,2.88,-0.63,0.0005504122,0.5484224042,0.0442909517,0.0611,0.0593,0.0427,-0.0065,0.01,0.0055401662
196905,0.003854,3.50,2.88,-0.63,0.0004268974,0.5558044285,0.0440056458,0.0604,0.0635,-0.0490,-0.0073,-0.03,0.0027548209
196906,-0.054357,3.44,2.82,-0.62,0.0007522369,0.5967773337,0.0451527603,0.0644,0.0623,0.0214,-0.0072,0.02,0.0054945055
196907,-0.058632,3.38,2.75,-0.62,0.0023056500,0.6390179896,0.0511608862,0.0700,0.0621,0.0079,-0.0076,0.01,0.0054644809
196908,0.045728,3.41,2.79,-0.63,0.0009182338,0.6227889856,0.0469147527,0.0698,0.0630,-0.0069,-0.0089,0.00,0.0054347826
196909,-0.023941,3.39,2.76,-0.63,0.0008915878,0.6408884625,0.0483912244,0.0709,0.0677,-0.0531,-0.0091,-0.03,0.0027027027
196910,0.046900,3.43,2.81,-0.62,0.0007537233,0.6087687940,0.0486302811,0.0700,0.0653,0.0365,-0.0089,0.02,0.0053908356
196911,-0.029152,3.39,2.78,-0.61,0.0005091362,0.6415117567,0.0479040093,0.0724,0.0676,-0.0243,-0.0090,0.02,0.0053619303
196912,-0.016922,3.37,2.77,-0.60,0.0011635548,0.6510820131,0.0342737833,0.0782,0.0687,-0.0068,-0.0093,0.01,0.0053333333
197001,-0.075398,3.29,2.70,-0.59,0.0010670973,0.7003467462,0.0344732080,0.0787,0.0693,-0.0021,-0.0095,-0.02,0.0026525199
197002,0.059521,3.34,2.76,-0.58,0.0010587117,0.6701475070,0.0358552170,0.0713,0.0651,0.0587,-0.0085,0.02,0.0052910053
197003,0.002806,3.34,2.77,-0.57,0.0009635390,0.6903267691,0.0358415812,0.0663,0.0661,-0.0068,-0.0079,0.00,0.0052631579
197004,-0.088831,3.25,2.68,-0.57,0.0016146770,0.7367505808,0.0357121248,0.0651,0.0699,-0.0413,-0.0087,-0.02,0.0078534031
197005,-0.054689,3.18,2.62,-0.56,0.0081518544,0.7742276283,0.0386610283,0.0684,0.0743,-0.0468,-0.0087,-0.03,0.0025974026
197006,-0.049032,3.13,2.58,-0.55,0.0026519110,0.7933814171,0.0422907479,0.0668,0.0709,0.0486,-0.0077,0.05,0.0051813472
197007,0.075523,3.20,2.66,-0.54,0.0021264764,0.7387075682,0.0430738217,0.0645,0.0687,0.0319,-0.0096,-0.02,0.0051546392
197008,0.049778,3.24,2.71,-0.53,0.0018871043,0.7092782966,0.0387292526,0.0641,0.0694,-0.0019,-0.0131,-0.01,0.0000000000
197009,0.034702,3.27,2.75,-0.52,0.0010579649,0.7129147605,0.0379424193,0.0612,0.0680,0.0228,-0.0130,0.01,0.0051282051
197010,-0.009032,3.27,2.76,-0.51,0.0010433957,0.7176982835,0.0369624911,0.0591,0.0693,-0.0109,-0.0130,0.00,0.0051020408
197011,0.054387,3.32,2.82,-0.50,0.0008854536,0.6829200720,0.0352249280,0.0528,0.0637,0.0791,-0.0133,0.02,0.0050761421
197012,0.058684,3.38,2.89,-0.49,0.0005351999,0.6464263577,0.0314617074,0.0487,0.0648,-0.0084,-0.0148,-0.05,0.0050505051
197101,0.042828,3.42,2.92,-0.50,0.0005410309,0.6244099021,0.0305931302,0.0444,0.0612,0.0506,-0.0138,0.00,0.0000000000
197102,0.013317,3.43,2.93,-0.51,0.0004514536,0.6170704232,0.0258013751,0.0370,0.0629,-0.0163,-0.0131,0.02,0.0025125628
197103,0.039068,3.47,2.96,-0.52,0.0004927194,0.6338113825,0.0263988451,0.0338,0.0593,0.0526,-0.0125,0.03,0.0025062657
197104,0.036965,3.51,2.99,-0.53,0.0003075549,0.6086541014,0.0265569787,0.0386,0.0619,-0.0283,-0.0120,0.00,0.0025000000
197105,-0.037150,3.47,2.94,-0.53,0.0005392763,0.6314096562,0.0297225774,0.0414,0.0624,-0.0006,-0.0109,0.02,0.0049875312
197106,0.002439,3.47,2.93,-0.54,0.0009245396,0.6432210427,0.0272784983,0.0475,0.0641,-0.0159,-0.0111,-0.03,0.0074441687
197107,-0.040827,3.43,2.88,-0.55,0.0005184344,0.6677306245,0.0257963205,0.0540,0.0643,0.0030,-0.0112,0.01,0.0024630542
197108,0.042036,3.47,2.91,-0.56,0.0024512229,0.6382575968,0.0267819627,0.0494,0.0610,0.0471,-0.0117,-0.01,0.0024570025
197109,-0.005038,3.46,2.90,-0.56,0.0005242639,0.6460848296,0.0279344169,0.0469,0.0598,0.0204,-0.0115,0.03,0.0000000000
197110,-0.040129,3.42,2.84,-0.58,0.0006619355,0.6831942789,0.0292438290,0.0446,0.0588,0.0167,-0.0109,-0.01,0.0024509804
197111,0.002898,3.42,2.82,-0.60,0.0018662556,0.6894892583,0.0294519101,0.0422,0.0596,-0.0047,-0.0112,-0.01,0.0000000000
197112,0.087880,3.50,2.89,-0.62,0.0011829844,0.6439002471,0.0340233587,0.0401,0.0597,0.0044,-0.0113,-0.02,0.0048899756
197201,0.019088,3.52,2.90,-0.63,0.0004942247,0.6353569726,0.0330751166,0.0338,0.0606,-0.0063,-0.0104,0.00,0.0000000000
197202,0.030221,3.55,2.92,-0.63,0.0002843844,0.6175858985,0.0330297786,0.0320,0.0602,0.0088,-0.0096,0.00,0.0048661800
197203,0.007315,3.55,2.92,-0.64,0.0005451044,0.6459019879,0.0317231825,0.0373,0.0613,-0.0082,-0.0100,-0.01,0.0024213075
